주소,업소명,업종,연락처,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3
대전광역시 서구 청사로 65 지하15호 (월평3동),사랑방식당,한식_일반,042-489-5436,청국장찌개,6500.0,김치찌개,7000.0,돌솥비빔밥,7500.0
대전광역시 서구 장안로 772-62 (기성동),산막골가든,한식_육류,042-585-2475,삼겹살,12000.0,,,,
대전광역시 서구 계룡로571번길 65 204호 (탄방동),산호헤어샵,미용업,,커트,12000.0,,,,
대전광역시 서구 계백로 1166-18 (가수원동),새벽김밥,한식_일반,042-541-9977,김밥,2000.0,,,,
대전광역시 서구 청사서로 29 샛별상가 B1층 (월평2동),샛별미용타운,미용업,042-487-8210,퍼머,30000.0,,,,
대전광역시 서구 도산로 209 (변동),샤론헤어,미용업,,커트,10000.0,퍼머,30000.0,,
대전광역시 서구 관저동로 162 204호 (관저1동),서울도가니,한식_일반,,삼계탕,13000.0,갈비탕,9000.0,,
대전광역시 서구 문정로170번길 157 (둔산3동),서울식당,한식_일반,042-488-8281,김치찌개,5000.0,,,,
대전광역시 서구 계룡로662번길 14 (용문동),서해해물칼국수,한식_면류,042-532-7327,된장찌개,6000.0,,,,
대전 서구 도산로219번길 7 (변동),성보이용원,이용업,,커트,10000.0,,,,
대전광역시 서구 갈마로 319 (가장동),성원이용원,이용업,042-527-0781,커트,10000.0,,,,
대전광역시 서구 도마5길 85 1층 (도마1동),소문난칼국수,한식_면류,042-533-0888,칼국수,7000.0,,,,
대전광역시 서구 흑석3길 25 (기성동),손님식당,한식_일반,042-583-3951,백반,7000.0,,,,
대전광역시 서구 계백로1300번길 54 (정림동),송가네닭발,한식_일반,042-586-5442,선짓국,5000.0,,,,
대전광역시 서구 벌곡로 649 (기성동),수기헤어샵,미용업,042-544-3882,커트,10000.0,,,,
대전광역시 서구 괴정로 106 (괴정동),수정미용실,미용업,042-523-1455,커트,5000.0,퍼머,20000.0,,
대전광역시 서구 도솔로 261-2 (내동),수헤어갤러리,미용업,042-535-3122,퍼머,30000.0,,,,
대전광역시 서구 유등로65번길 26 (복수동),순대군,한식_일반,042-586-0110,순대국밥,7000.0,,,,
대전광역시 서구 계룡로245번길 15 (월평1동),슈헤어갤러리,미용업,042-486-6650,퍼머,35000.0,커트,10000.0,,
대전광역시 서구 갈마로313번길 22 (가장동),신공주칼국수,한식_면류,042-526-0671,칼국수,6000.0,,,,
대전광역시 서구 계룡로 663-17 (용문동),신일미용실,미용업,042-533-2281,커트,6000.0,,,,
대전광역시 서구둔산로206번길 29 (둔산3동),아름다운사람들,미용업,,커트,10000.0,퍼머,30000.0,,
대전광역시 서구 신갈마로 46 1층 114호 (내동),아름방화장품,미용업,042-533-4756,얼굴관리(피부),20000.0,,,,
대전광역시 서구 도솔로 259 1층 (내동),에스헤어염색샵,미용업,,커트,10000.0,퍼머,35000.0,,
대전광역시 서구 도안북로 136 301-102 (도안동),에스헤어폴더,미용업,,커트,12000.0,,,,
대전광역시 서구 복수남로 32 1층 (복수동),예전구들장삼겹살,한식_육류,,삼겹살,13000.0,,,,
대전광역시 서구 도안동로31번길 19-21 (도안동),옛날토종순대,한식_일반,,순대국밥,7500.0,모듬순대(중),14000.0,,
대전광역시 서구 월평새뜸로 4번길 69 (월평1동),옛터국수전문점,한식_면류,042-483-3579,잔치국수,5000.0,,,,
대전광역시 서구 갈마로295번길 9 1층 (가장동),오늘헤어,미용업,,커트,7000.0,퍼머,25000.0,,
대전광역시 서구 가수원로 6 9동 1층 106호 (가수원동),온누리미용실,미용업,,커트,10000.0,,,,
대전광역시 서구 도산로369번길 17 (용문동),요산요수,한식_일반,042-531-3311,삼겹살,12000.0,주물룩,10000.0,아구찜,20000.0
대전광역시 서구 괴정로189번길 49 (용문동),용문이용원,이용업,042-533-3851,이용료,6000.0,,,,
대전광역시 서구 둔산중로134번길 21 (둔산1동),우두령,한식_일반,042-477-0707,냉면,6000.0,,,,
대전광역시 서구 흑석4길 14 1층 (기성동),우리식당,한식_일반,,삼계탕,13000.0,,,,
대전광역시 서구 구봉산북로21번길 12 1층 (관저2동),원두집,기타요식업,,허브티,3500.0,,,,
대전광역시 서구 가수원로7번길 14 (가수원동),원헤어라인,미용업,042-542-9952,퍼머,25000.0,,,,
대전광역시 서구 월평서로6번길 72 (월평1동),월평맛고을,한식_육류,042-487-2220,삼겹살,13000.0,촌돼지찌개,7000.0,청국장찌개,7000.0
대전광역시 서구 변동로 96 1층 (변동),유가네파육개장,한식_일반,042-532-3288,삼계탕,13000.0,삼겹살,12000.0,뼈해장국,8000.0
대전광역시 서구 도마2길 73 (도마1동),유진이용원,이용업,042-532-4688,이용료,10000.0,,,,
대전광역시 서구 가수원로 106 (은아아파트) (가수원동),윤미용실,미용업,042-541-8627,퍼머,30000.0,커트,11000.0,,
대전광역시 서구 도솔로 385-19 1층 (괴정동),윤헤어코디,미용업,,커트,10000.0,퍼머,30000.0,,
대전광역시 서구 가수원로 72 제가동 106호 (가수원동),은아헤어센스,미용업,,커트,8000.0,퍼머,20000.0,,
대전광역시 서구 변동중로78번길 19 (변동),이쁜내미용실,미용업,,커트,7000.0,,,,
대전광역시 서구 둔산로 214 2층) (둔산3동),이수자헤어갤러리,미용업,,커트,12000.0,,,,
대전광역시 서구 정림동로5번길 40 1층 (정림동),자매삼겹살,한식_육류,042-583-1623,삼겹살,13000.0,,,,
대전광역시 서구 월평새뜸로8번길 61-5 (월평1동),장미미용실,미용업,042-483-6336,퍼머,30000.0,,,,
대전광역시 서구 둔산중로72번길 32 107호 (둔산1동),장옥진의커피볶는집,기타요식업,,커피,2000.0,,,,
대전광역시 서구 월평중로4번길 80 (갈마1동),전통콩나물밥식당,한식_일반,042-483-8898,콩나물밥,5000.0,육회,8000.0,,
대전광역시 서구 신갈마로142-4 (갈마1동),제주포크오삼겹살,한식_육류,042-524-4051,돼지갈비(200g),10000.0,,,,
대전광역시 서구 변동중로 54 (변동),주은헤어샵,미용업,042-524-8426,커트,12000.0,퍼머,35000.0,,
대전광역시 서구 서구 갈마로 121 (갈마2동),중경손세차장,기타비요식업,042-538-8834,경차,15000.0,승용차,20000.0,SUV,25000.0
대전광역시 서구 월평동로 45 (진달래상가 B-4) (월평3동),진달래반점,중식,042-485-9384,짜장면,5000.0,짬뽕,6000.0,,
대전광역시 서구 도마2길 24 (도마1동),진칼국수,한식_면류,042-522-1751,칼국수,5000.0,,,,
대전광역시 서구 계백로1286번길 18 (정림동),짜장왕,중식,042-585-1288,짜장면,4000.0,,,,
대전광역시 서구 도마로 75 1층 (변동),짬뽕명가상하이,중식,042-536-3939,짜장면,5000.0,짬뽕,6000.0,,
대전광역시 서구 청사서로54번길 17 2층 (월평2동),참맛있는칼국수,한식_면류,042-483-9259,왕만두,4000.0,,,,
대전광역시 서구 신갈마로 140 (갈마1동),참사랑김밥,한식_일반,042-537-8989,김치찌개,7000.0,김밥,3000.0,,
대전광역시 서구 도마2길 30 (도마1동),채숙자미용실,미용업,,커트,10000.0,퍼머,30000.0,,
대전광역시 서구 도마2길 30 (도마1동),천안문,중식,042-531-1230,자장면,3000.0,짬뽕,5000.0,,
대전광역시 서구 청사로 189 후생동 지하층 (둔산2동),청사이용원,이용업,,커트,10000.0,,,,
대전광역시 서구 월평로 11 (월평1동),최미용실,미용업,042-478-4152,커트,10000.0,,,,
대전광역시 서구 복수동로 52번길 43 1층 (복수동),최은영헤어,미용업,,커트,11000.0,퍼머,30000.0,,
대전광역시 서구 변동로 100 (변동),칠갑산식당,한식_일반,042-524-2681,삼겹살,13000.0,동태찌개,8000.0,,
대전광역시 서구 동서대로 1019-1 1층 (내동),카페시원,기타요식업,042-488-1425,아메리카노,2000.0,유자차,2500.0,,
대전광역시 서구 신갈마로51 더리치빌아파트 상가 104동 B113호 (내동),카페안단테,기타요식업,,아메리카노,2800.0,,,,
대전광역시 서구 계룡로591 A동 1층 103호 (탄방동),카페트레노,기타요식업,042-484-8777,국산차(자몽차),4000.0,,,,
대전광역시 서구 복수남로 36번길 22 102호 (복수동),카페하나1982,기타요식업,,커피,2500.0,국산차,3500.0,,
대전광역시 서구 한밭대로570번길38 (월평1동),탄방골참순대,한식_일반,042-482-5288,순대국밥,7000.0,,,,
대전광역시 서구 둔산남로199번길 32 1층 (둔산3동),털보숯불갈비,한식_육류,042-487-9282,돼지갈비(250g),13000.0,,,,
대전광역시 서구 관저동로99번길 23 1층 (관저2동),푸줏간,한식_육류,042-543-8594,삼겹살,13000.0,,,,
대전광역시 서구 가수원로 72 107호 (가수원동),플로라헤어모드,미용업,,커트,10000.0,,,,
대전광역시 서구 도마2길 29 A-101(대림연립) (도마1동),한울해물칼국수,한식_면류,042-526-8146,칼국수,6000.0,,,,
대전광역시 서구 신갈마로211번길 49 (갈마1동),행운세탁소,세탁업,,양복1벌,7000.0,,,,
대전광역시 서구 괴정로 25-1 1층 (갈마2동),허갈비,한식_육류,,삼겹살,13000.0,,,,
대전광역시 서구 신갈마로 138-1 (갈마1동),홍가짜장,중식,042-522-5880,자장면,3500.0,짬뽕,5000.0,,
대전광역시 서구 도산로 394 1층 (용문동),황궁쟁반짜장,중식,042-534-9225,짜장면,5500.0,,,,
대전광역시 서구 괴정로 27 1층 (갈마2동),황토방숯불갈비,한식_육류,,삼겹살,12000.0,냉면,7000.0,김치찌개,7000.0
대전광역시 서구 대덕대로234번길 29 (둔산2동),황토우렁쌈밥,한식_일반,042-484-7997,황태해장국,8000.0,,,,
대전광역시 서구 둔산로137번길 18 201호 (둔산1동),흑돼지식당,한식_육류,042-471-2263,냉면,5000.0,,,,
대전광역시 유성구 유성대로 730번길24 (장대동),강정원헤어러브,미용업,042-825-8092,학생커트,10000.0,일반커트,10000.0,,
대전광역시 유성구 반석동로 52-9 1층(반석동),고깃수라,한식_육류,042-825-9246,삼겹살,13000.0,돼지갈비,14000.0,김치찌개(2~3인),6000.0
대전광역시 유성구 유성대로 720번길 92 (장대동),고운미용실,미용업,042-822-9295,일반커트,8000.0,퍼머후커트,7000.0,학생노인커트,10000.0
대전광역시 유성구 유성대로 752번길 33 (장대동),고향손칼국수,한식_면류,042-823-3393,칼국수,5000.0,콩국수,7000.0,,
대전광역시 유성구 전민로6번길 67 (전민동),공주칼국수,한식_면류,042-861-7646,칼국수,6500.0,두부두루치기(2인),14000.0,,
대전광역시 유성구 죽동로298번길 60 (죽동),구마적김밥,한식_일반,042-826-1255,김밥(소),1300.0,어묵우동,6500.0,,
대전광역시 유성구 궁동로18번길 89 (궁동),길선인,한식_일반,042-823-8867,전통순두부찌개,7000.0,김치찌개,8000.0,,
대전광역시 유성구 유성대로 1756 1층(전민동),노글라스안경원,기타비요식업,042-867-0079,팩렌즈(아큐브오아시스_30P),35900.0,팩렌즈(아큐브모이스트_30P),21900.0,,
대전광역시 유성구 은구비서로 35 1층(지족동),뉴스타헤어컬,이용업,042-477-5234,커트,10000.0,염색,13000.0,펌,20000.0
대전광역시 유성구 유성대로 740번길 42 (장대동),다락방식당,한식_일반,042-823-2949,생선가스,6000.0,돈가스,6000.0,쫄면,6000.0
대전광역시 유성구 문화원로 16 (장대동),다유미,한식_일반,042-823-6888,김밥,2500.0,김치찌개,6500.0,쫄면,5500.0
대전광역시 유성구 대학로 291 N12 2층,대학세탁소,세탁업,042-350-4938,수선료,5000.0,양복세탁료,5700.0,,
대전광역시 유성구 학하서로 14 1층 (계산동),돈이빵빵,한식_육류,042-823-9333,삼겹살,14000.0,냉면,5000.0,라면,4000.0
대전광역시 유성구 문화원로47번길 20 (궁동),동큐칼국수,한식_면류,042-822-9397,칼국수,5000.0,,,,
대전광역시 유성구 진잠로92번길 65 (원내동) 1층,또먹돼지,한식_육류,,또먹돼지(흑돼지숯불구이 모둠 500g),24000.0,,,,
대전광역시 유성구 대학로155번길 34 (궁동),맛존매콤닭불고기,한식_육류,042-824-1959,맛존닭불고기,5500.0,로제닭불고기,7000.0,,
대전광역시 유성구 과학나래2길 2 (구룡동) 1층,맛탐한우,한식_육류,,한우우거지국밥,8000.0,한우차돌된장찌개,8000.0,,
대전광역시 유성구 진잠로 42번길 88 진잠타운상가 207호 (진잠동),머리사랑미용실,미용업,042-544-5700,학생커트,8000.0,경로커트,8000.0,일반커트,10000.0
"대전광역시 유성구 도안북로 81 (용계동) 1층, 106호",몰랑몰랑 베이커리,기타요식업,,단팥빵/슈크림빵/소보로빵,1900.0,에스프레소 크림빵,2800.0,우유식빵,3500.0
대전광역시 유성구 문화원로46번길 12 (궁동),민들레집뜰,한식_일반,042-825-1982,백반,7000.0,고추장불고기,9000.0,,
대전광역시 유성구 원신흥남로42번길 19-27 1층(원신흥동),박씨국시,한식_면류,0507-1467-3495,멸치국수,6800.0,비빔국수,7800.0,,
대전광역시 유성구 유성대로752번길 38 (장대동),봉창이소머리국밥,한식_일반,042-825-3309,소머리국밥,8000.0,,,,
대전광역시 유성구 유성대로730번길 24 (장대동),삼남매,한식_일반,042-825-8551,소고기국밥,7000.0,콩나물밥,7000.0,잔치국수,5000.0
대전광역시 유성구 농대로15번길 15 (궁동),서원짬뽕,중식,042-822-2693,짜장면,6000.0,짬뽕,8000.0,,
대전광역시 유성구 노은동로75번길 125 (노은동),세탁마을,세탁업,042-477-1559,수선료,5000.0,양복세탁료,9000.0,,
대전광역시 유성구 구즉로58번길 10 (송강동),송강이용원,이용업,042-935-7254,이용료(70세이상),10000.0,이용료(일반),12000.0,,
대전광역시 유성구 유성대로 720번길 44 (장대동),수림미용실,미용업,042-825-7235,일반커트,10000.0,퍼머후커트,10000.0,,
대전광역시 유성구 계룡로 13 (구암동),수헤어,미용업,042-478-2005,남성컷,10000.0,여성컷,11000.0,,
대전광역시 유성구 구즉로 74-15 나-108호(송강동),시장이레손만두,한식_일반,042-933-0994,만두,5000.0,찐빵,4000.0,,
대전광역시 유성구 유성대로 2 (원내동),신가네해장국,한식_일반,042-541-0308,등뼈해장국,9000.0,콩나물해장국,7000.0,선지해장국,7000.0
대전광역시 유성구 노은동로87번길 90 (노은동),신성숯불생고기,한식_육류,,청국장,8000.0,김치찌개,8000.0,냉면,7000.0
대전광역시 유성구 대학로 60 304호(봉명동),아리씨스튜디오,기타비요식업,0507-1378-7578,개인프로필 사진촬영,30000.0,증명사진,9000.0,,
대전광역시 유성구 어은로58번길 16 1층 (어은동),안골칼국수,한식_일반,042-862-5565,얼큰칼국수,8000.0,바지락칼국수,8000.0,비빔밥,8000.0
"대전광역시 유성구 계룡로 41-7 (봉명동,1층)",예전손칼국시,한식_면류,042-823-4944,칼국수,7000.0,콩국수,8000.0,,
대전광역시 유성구 계룡로132번길 10 107호(봉명동),옛날아우내순대유성점,한식_일반,042-825-9866,순대국밥,7000.0,돼지국밥,8000.0,,
대전광역시 유성구 노은동로240번길 49 (지족동) 101호,오늘커피,기타요식업,,,,,,,
대전광역시 유성구 학하서로121번길 45-8 (덕명동),외갓집얼큰이칼국수,한식_면류,042-824-8942,칼국수,5500.0,미니족발,8000.0,,
대전광역시 유성구 유성대로752번길 36 (장대동),유성할매빈대떡,한식_일반,042-476-5090,순두부찌개,7000.0,된장찌개,7000.0,청국장,7000.0
대전광역시 유성구 문화원로19번길 28 (장대동),이수세탁소,세탁업,042-822-3577,수선료,5000.0,양복세탁료,8000.0,,
대전광역시 유성구 대정남로 16 (대정동),장수순대,한식_일반,042-584-9494,국밥,7000.0,순대,12000.0,머리고기,12000.0
대전광역시 유성구 대학로 187 (어은동),전통순대국밥,한식_일반,042-861-9811,순대국밥,8000.0,,,,
대전광역시 유성구 유성대로 646번길52 (구암동),정식당,한식_일반,042-822-0745,시래기탕,7000.0,황태탕,10000.0,,
대전광역시 유성구 장대로 27 (장대동),정운미용실,미용업,042-320-1458,일반커트,5000.0,퍼머후커트,5000.0,학생노인커트,5000.0
대전광역시 유성구 유성대로 720번길 64 (장대동),지영미용실,미용업,042-822-6203,일반커트,8000.0,퍼머후커트,7000.0,"학생,노인커트",8000.0
대전광역시 유성구 진잠로 78번길 34 (원내동),착한이용원,이용업,,학생커트,10000.0,일반커트,13000.0,,
대전광역시 유성구 신성남로 127 (신성동),천리집,한식_일반,042-864-3880,접시순대,7000.0,,,,
대전광역시 유성구 온천로 63 (봉명동),청주해장국,한식_일반,042-822-0050,우거지해장국,8900.0,선지해장국,8900.0,콩나물해장국,8900.0
대전광역시 유성구 대학로141번길 17 (궁동),충대분식,한식_일반,042-822-4181,비빔국수,7000.0,쫄면,7000.0,갈비탕,8000.0
대전광역시 유성구 유성대로694번길 68 101호(구암동),카페랑공방이랑,기타요식업,0507-1373-1847,와플,2900.0,크로플,2900.0,,
대전광역시 유성구 유성대로 730번길29 (장대동),토종순대,한식_일반,042-822-1245,순대국밥,6000.0,,,,
대전광역시 유성구 노은서로 61 (노은동),토종칼국수,한식_면류,042-822-1118,족발(중),15000.0,칼국수,8000.0,,
대전광역시 유성구 유성대로758번길 27 (장대동),통나무식당,한식_일반,042-823-1350,칼국수,6000.0,,,,
대전광역시 유성구 유성대로 720번길 63-5 (장대동),평화미용실,미용업,042-823-5320,파마후커트,5000.0,일반커트,8000.0,,
대전광역시 유성구 대학로76번안길 32 (궁동),학사식당,한식_일반,042-822-6199,뷔페,6000.0,,,,
대전광역시 유성구 반석서로109 205호(반석동),향기헤어샵,미용업,042-822-2300,남성컷,10000.0,여성컷,12000.0,학생컷,9000.0
대전광역시 유성구 계룡로 17 (봉명동),헤어핀미용실,미용업,042-482-7064,남성컷,7000.0,여성컷,7000.0,,
대전광역시 유성구 원신흥로100번길 27-5 1층(원신흥동),홍화반점,중식,0507-1486-1065,짜장면,6000.0,짬뽕,8000.0,,
대전광역시 유성구 동서대로179번길 38 (덕명동) 1층,황서옥,한식_일반,042-825-5337,육개장,6500.0,곰탕,6500.0,,
대전광역시 유성구 대학로 145번길 21 (궁동),황토가마,한식_육류,042-822-5833,숙성목살,11000.0,오겹살,11000.0,항정살,14000.0
대전광역시 대덕구 석봉로37번길 60-16 (석봉동),7080중화요리,중식,042-934-1313,짜장면,5500.0,,,,
대전광역시 대덕구 장동로 231 (장동) 1층,감나무보리밥집,한식_일반,042-585-5353,보리밥+된장국,7000.0,,,,
대전광역시 대덕구 덕암북로22번길 52 (덕암동),경미용실,미용업,042-935-0325,컷(여자),11000.0,,,,
대전광역시 대덕구 대전로1370번길 13-14 (읍내동),김연수소국밥막국수,한식_일반,042-634-3325,소머리국밥,10000.0,,,,
대전광역시 대덕구 신탄진북로32번길 7-10 (신탄진동),꼬끼오바베큐치킨,한식_일반,042-933-8584,바베큐치킨,18000.0,후라이드,17000.0,,
대전광역시 대덕구 신탄진로 211 (신대동),나들목식당,한식_일반,0423-6237-7000,황태탕,7000.0,황태구이정식,10000.0,,
대전광역시 대덕구 비래동로16번길 13 (비래동),나래원식당,한식_일반,042-252-0838,안동찜닭,22000.0,닭볶음탕,22000.0,,
대전광역시 대덕구 대전로 1398 (읍내동) 1층,뉴서울식당,한식_일반,042-632-0004,김치찌개,8000.0,냉면,8000.0,,
대전광역시 대덕구 대덕대로1605번길 7 (석봉동),대로식당,한식_일반,042-935-8892,가정식백반,8000.0,,,,
대전광역시 대덕구 덕암로 251 (덕암동),덕암삼겹살,한식_육류,042-931-0245,생삼겹살,10000.0,,,,
대전광역시 대덕구 석봉로37번길 51 (석봉동),돌돌김밥,한식_일반,042-932-1296,야채김밥,2000.0,떡만두국,6000.0,,
대전광역시 대덕구 한남로 61 (오정동) (오정동),두리두리식당,한식_일반,042-622-5863,비빔밥,6500.0,,,,
대전광역시 대덕구 한밭대로972번길 86 (오정동),만보성,중식,042-632-0095,짜장면,5000.0,,,,
대전광역시 대덕구 계족산로5번길 106 (법동),맛보리감자탕,한식_일반,042-623-4286,보리밥,7000.0,,,,
대전광역시 대덕구 중리북로 49 (중리동),머리하는풍경,미용업,042-673-5008,컷(기본),10000.0,,,,
대전광역시 대덕구 송촌북로19번길 5 (송촌동),미성헤어라인,미용업,042-623-8061,컷(기본),10000.0,,,,
대전광역시 대덕구 동춘당로23번길 51 (송촌동),미정숯불갈비,한식_육류,042-623-8677,돼지갈비,10000.0,생삼겹살,11000.0,,
대전광역시 대덕구 석봉로37번길 60-7 (석봉동),보성식당,한식_일반,042-932-7494,청국장게장백반,9000.0,,,,
대전광역시 대덕구 계족산로5번길 102 (법동),샘물,한식_일반,042-634-4450,갈치조림,9000.0,,,,
대전광역시 대덕구 동춘당로114번길 60 (송촌동),선비마을3단지세탁,세탁업,042-637-8686,드라이클리닝,7000.0,,,,
대전광역시 대전로 1078번길 39 (오정동),세이미용실,미용업,042-635-6399,컷(여자),10000.0,펌,15000.0,,
대전광역시 대덕구 중리남로8번길 125 (중리동),솔솔미용실,미용업,042-622-4892,컷(여자),10000.0,펌,20000.0,,
대전광역시 대덕구 대오길 29 (대화동),순이네분식카페,한식_일반,042-627-2778,김밥,2500.0,쫄면,5500.0,,
대전광역시 대덕구 동심5길 3 (대화동),식풍경대화점,한식_일반,042-627-7288,뼈해장국,8000.0,,,,
대전광역시 대덕구 송촌북로16번길 6 (송촌동),어우렁더우렁,한식_일반,042-628-0955,청국장,8000.0,김치찌개,8000.0,,
대전광역시 대덕구 계족산로5번길 90 (법동),오롱골순대국밥법동점,한식_일반,042-627-8181,순대국밥,6000.0,,,,
대전광역시 대덕구 한밭대로1006번길 74 (오정동),오부자강릉집,한식_일반,042-626-1888,낙지뚝배기,8000.0,,,,
대전광역시 대덕구 석봉로 40 (석봉동) 1층,오손도손,한식_일반,042-932-0468,칼국수,7000.0,,,,
대전광역시 대덕구 송촌북로5번길 10-15 (중리동),옥수네숯불닭갈비,한식_육류,042-637-8550,닭갈비,12000.0,돼지갈비,12000.0,,
대전광역시 대덕구 한밭대로1003번길 161-67 (오정동),외양간숯불구이,한식_육류,042-637-5455,선짓국,4000.0,,,,
대전광역시 대덕구 덕암북로22번길 46 (덕암동),유수현미용실,미용업,042-931-1915,컷(여자),9000.0,,,,
대전광역시 대덕구 덕암로234번길 30 (덕암동),은진손두부,한식_일반,042-932-1744,김치찌개,6000.0,,,,
대전광역시 대덕구 동서대로1809번길 9 (송촌동),이모네식당,한식_일반,042-625-4047,고등어백반,7000.0,청국장백반,6000.0,,
대전광역시 대덕구 동심1길 67 (대화동),장미식당,한식_일반,042-673-5931,김치찌개,8000.0,생고기두루치기,10000.0,,
대전광역시 대덕구 계족산로5번길 107 (법동),전주식당,한식_일반,042-622-1255,버섯찌개,6000.0,,,,
대전광역시 대덕구 한남로 137 (오정동),제일추어탕,한식_일반,042-633-1190,돌솥추어탕,8000.0,,,,
대전광역시 대덕구 중리로31번길 6-20 (중리동) 1층,중국집앤하오치서울칡냉면,중식,,,,,,,
대전광역시 대덕구 중리동로17번길 50 (중리동),진미정식,한식_일반,042-623-8810,가정식백반,7000.0,,,,
대전광역시 대덕구 오정로76번길 2 (오정동),청운대반점,중식,042-622-2051,짜장면,6000.0,,,,
대전광역시 대덕구 덕암로265번길 127 (덕암동),최고집잔치국수,한식_면류,042-934-8003,잔치국수,5500.0,,,,
대전광역시 대덕구 비래골길 56 (비래동),카페모네2호점,기타요식업,042-628-0955,아메리카노,3000.0,,,,
대전광역시 대덕구 한남로 61 (오정동),킴스돈까스,양식,042-627-5787,등심돈까스,6000.0,,,,
대전광역시 대덕구 동춘당로23번길 58 (송촌동),투투머리마을미용실,미용업,042-632-7765,컷(여자),7000.0,,,,
대전광역시 대덕구 대전로1020번길 23 1층 (오정동),행복담은한그릇,한식_일반,042-631-0045,콩나물밥,7000.0,,,,
대전광역시 대덕구 중리북로 53 (중리동),헤어코리아미용실,미용업,042-624-0594,컷(기본),8000.0,,,,
대전광역시 대덕구 비래동로7번길 13 (비래동),호박식당,한식_면류,042-623-1426,칼국수,6000.0,손수제비,6000.0,,
울산광역시 중구 곽남4길 31 (남외동) .,강짜장,중식,0507-1380-3777,자장면,6000.0,짬뽕,7000.0,,
울산광역시 중구 반구정 1안길 47 (반구동),깜짝헤어샵,미용업,052-292-8014,파마,20000.0,컷트,6000.0,염색,15000.0
울산광역시 중구 태화로 136 (태화동),노르쇠핑,기타요식업,052-267-5873,단팥빵,1300.0,파이,1300.0,,
울산광역시 중구 당산4길 15 (우정동),뉴강남탕,목욕업,052-211-4873,대인,7500.0,소인,4500.0,,
울산광역시 중구 옥교6길 19 (옥교동),다원식당,한식_일반,052-211-4068,비빔밥,6000.0,정식,7000.0,,
울산광역시 중구 해오름16길  2 (남외동),만수원숯불갈비,한식_육류,052-297-4327,쌈정식,7000.0,삼겹살,9000.0,,
울산광역시 중구 서원7길 17 (반구동) .,반구동사람들,한식_일반,052-298-7144,김치찌개,7000.0,된장찌개,7000.0,,
울산광역시 중구 중앙길 255 (학산동) .,배가한식,한식_일반,,김치찌개,5000.0,된장찌개,5000.0,,
울산광역시 중구 중앙길 91 (성남동),빠삐용 베이커리,기타요식업,052-248-0250,팥빵,1900.0,소금빵,1800.0,,
울산광역시 중구 유곡로 10 (우정동),선경이용원,이용업,052-246-1703,컷트,5000.0,염색,5000.0,,
울산광역시 중구 서원1길 3 (반구동),수다라,한식_면류,052-293-8818,칼국수,6000.0,비빔밥,7000.0,수제비,7000.0
울산광역시 중구 당산4길 22 (우정동),엄마네뷔페,한식_면류,,정식,7000.0,삼겹살,9000.0,,
울산광역시 중구 중앙시장길 2-5 (옥교동),옥교국밥,한식_일반,052-245-1163,돼지국밥,8000.0,황태해장국,7000.0,고등어구이,8000.0
울산광역시 중구 먹자거리 12 (성남동),유가냉면,한식_면류,052-258-6696,물냉면,8500.0,해장국,8000.0,,
울산광역시 중구 도화골5길 13 (복산동) .,윤지육회,한식_육류,052-297-2863,육회비빔밥,10000.0,육회물회,10000.0,,
울산광역시 중구 종가로 745 (장현동),장현돼지국밥,한식_면류,052-293-0392,돼지국밥,8000.0,순대국밥,9000.0,,
울산광역시 중구 당산4길 31 (우정동),정헤어샵,미용업,052-243-7950,파마,30000.0,컷트,10000.0,염색,25000.0
울산광역시 중구 신기길 15 (태화동),진영숯불갈비,한식_육류,052-211-0752,갈비탕,7000.0,삼겹살,9000.0,,
울산광역시 중구 명륜로 26 (우정동),챠밍미용실,미용업,052-248-9798,파마,20000.0,컷트,5000.0,염색,20000.0
울산광역시 중구 해오름5길 54 (남외동) .,최가네밥,한식_일반,052-294-1455,김치찌개,7000.0,된장찌개,7000.0,,
울산광역시 중구 시계탑거리 6 (성남동),탕짜,중식,052-246-5566,짜장면,5000.0,짬뽕,6000.0,,
울산광역시 중구 중앙시장길 21-3 (성남동),태화식육식당,한식_육류,052-244-7968,돼지갈비,8000.0,정식,8000.0,,
울산광역시 중구 화진길 11-4 (태화동),태화장터칼국수,한식_면류,052-244-6569,들깨칼국수,7000.0,동죽수제비,7000.0,,
울산광역시 중구 내황4길 35 (반구동) (반구동),탤런트미용실,미용업,052-292-6706,파마,30000.0,컷트,10000.0,염색,20000.0
울산광역시 중구 구교9길 46 (반구동) .,텃밭의분식,한식_일반,,된장찌개,5000.0,비빔밥,5000.0,,
울산광역시 중구 당산3길 16 (우정동),팔도낙지촌,한식_일반,052-249-5233,낙곱새전골,10000.0,불낙새전골,10000.0,된장찌개,8000.0
울산광역시 중구 화진4길 20 (태화동),할머니손칼국시,한식_면류,052-245-8542,칼국수,6000.0,비빔밥,6000.0,,
"울산광역시 중구 내황14길 50 (반구동, 나린헤리티지 2차) .",홍사부,중식,052-298-0777,자장면,6000.0,냉면,8000.0,,
울산광역시 남구 돋질로 145번길 38-25,경북식당,한식_일반,052-267-7855,정식,7000.0,"된장,김치찌개",7000.0,제육정식,9000.0
울산광역시 남구 월평로159번길 4,경주이용원,이용업,,커트,12000.0,초등부컷트,10000.0,중고등학생 컷트,10000.0
